Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;
250750705000610;1;0;178726;178726;0;0;8;67;73;19;1;0;0;0;3;
250750705000611;8;0;22060;22060;0;6;7;12;3;2;1;0;0;0;0;
250750705000612;1;0;409444;409444;0;9;36;86;104;30;6;8;2;3;26;
250750705000613;1;0;222941;222941;0;2;11;41;58;40;5;1;1;0;3;
250750705000614;1;1;267013;265493;1520;9;17;67;79;31;8;1;0;0;1;
250750705000615;1;0;267929;267929;0;4;35;68;82;38;7;1;2;0;4;
250750705000616;1;0;232978;232978;0;49;50;68;64;20;3;1;2;2;9;
250750705000617;1;0;278064;278064;0;89;67;84;83;40;4;2;0;1;16;
250750705000618;1;1;295635;295125;510;3;31;75;64;24;7;4;3;2;8;
250750705000619;1;0;391628;391628;0;17;35;99;120;51;11;2;1;0;8;
250750705000620;1;0;186309;186309;0;11;26;76;75;17;0;0;1;0;5;
250750705000621;1;0;332807;332807;0;1;10;48;53;35;18;13;8;0;5;
250750705000622;1;0;192176;192176;0;3;9;42;66;26;7;1;0;0;0;
250750705000623;1;0;190609;190609;0;2;19;49;75;32;5;1;1;0;23;
250750705000624;1;0;963703;963703;0;0;1;12;18;44;34;41;28;7;5;
250750705000625;1;0;1021053;1021053;0;0;0;3;14;38;42;40;26;13;3;
250750705000626;1;1;1519835;1519069;766;0;0;1;17;38;42;54;55;19;0;
250750705000627;1;0;1745789;1745789;0;1;1;4;6;32;34;58;74;28;4;
250750705000628;1;0;527690;527690;0;0;2;9;39;70;37;27;14;0;7;
250750705000629;1;0;1935640;1935640;0;1;1;6;19;56;51;60;49;28;3;
250750705000630;1;0;513734;513734;0;2;23;55;93;78;20;10;4;1;10;
250750705000631;1;0;329075;329075;0;17;60;133;121;36;4;1;0;0;7;
250750705000632;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
250750705000633;1;1;114744;114344;400;6;36;53;40;5;2;0;0;0;40;
250750705000634;1;0;226096;226096;0;9;41;93;65;23;3;2;0;0;50;
250750705000635;1;0;213822;213822;0;1;40;81;72;23;3;0;0;0;13;
250750705000637;1;0;1460089;1460089;0;0;1;1;7;8;15;33;46;33;0;
250750705000639;1;0;2150695;2150695;0;0;2;3;12;16;15;56;74;51;5;
250750705000640;1;0;1639532;1639532;0;0;0;5;7;18;24;40;66;42;6;
250750705000641;1;0;158977;158977;0;0;2;15;30;22;7;4;4;1;0;
250750705000642;1;0;2353001;2353001;0;1;0;2;6;19;19;36;63;50;4;
250750705000643;1;0;226179;226179;0;0;4;29;63;30;6;0;2;0;4;
250750705000644;1;0;1239920;1239920;0;3;13;40;87;82;42;42;41;13;6;
250750705000645;1;0;334076;334076;0;1;22;70;105;54;7;2;0;0;2;
250750705000646;1;0;253703;253703;0;2;18;36;72;37;9;5;0;0;3;
250750705000647;1;0;537984;537984;0;1;6;40;85;75;25;9;6;3;6;
250750705000648;1;0;296214;296214;0;0;2;13;44;46;8;4;0;1;1;
250750705000649;1;1;168793;168283;510;0;0;8;25;25;6;5;0;0;1;
250750705000650;1;0;228359;228359;0;3;22;54;60;35;6;3;0;0;4;
250750705000651;1;0;180534;180534;0;3;22;66;86;2;0;0;0;0;13;
250750705000652;1;0;82758;82758;0;0;13;32;40;3;0;0;0;0;5;
250750705000653;1;0;326309;326309;0;1;1;14;35;20;9;10;8;1;1;
250750705000654;1;0;23167;23167;0;0;1;0;4;3;0;0;1;0;0;
250750705000655;1;0;272618;272618;0;1;5;16;45;38;10;10;2;0;1;
250750705000656;1;0;140755;140755;0;11;29;72;48;13;0;0;0;0;8;
250750705000657;1;0;114640;114640;0;34;23;54;28;9;2;1;0;0;20;
250750705000658;1;0;112733;112733;0;27;35;69;37;8;0;0;0;0;17;
250750705000659;1;0;100934;100934;0;21;29;48;38;7;0;0;0;0;5;
250750705000660;1;0;87272;87272;0;9;29;50;26;10;0;0;0;0;38;
250750705000661;1;0;174805;174805;0;37;64;99;62;15;0;0;0;0;74;
250750705000662;1;0;113042;113042;0;18;31;52;40;17;2;1;0;0;2;
250750705000663;1;0;66737;66737;0;1;20;38;27;5;0;0;0;0;13;
250750705000664;1;0;773409;773409;0;2;6;15;40;70;45;47;25;2;0;
250750705000665;1;0;93195;93195;0;20;27;49;38;16;1;0;0;0;21;
250750705000666;1;1;441130;439930;1200;10;24;75;101;78;16;2;3;0;2;
250750705000667;1;0;76109;76109;0;17;22;39;21;8;0;0;1;0;3;
250750705000668;1;0;7030;7030;0;0;2;3;3;0;0;0;0;0;0;
250750705000669;1;0;161033;161033;0;18;46;90;62;6;0;0;0;0;0;
250750705000670;1;2;461137;461037;100;8;12;63;85;70;24;7;4;3;1;
250750705000671;1;0;118962;118962;0;0;0;8;4;3;0;6;5;0;0;
250750705000672;1;0;217674;217674;0;9;19;52;78;39;2;2;0;0;8;
250750705000673;1;0;245460;245460;0;4;15;59;78;42;8;0;0;0;1;
250750705000674;1;0;149426;149426;0;29;50;80;44;8;0;0;0;0;16;
250750705000675;1;0;274639;274639;0;10;46;92;104;46;3;1;2;0;3;
250750705000676;1;0;117462;117462;0;43;42;77;36;5;0;1;0;0;18;
250750705000677;1;0;270698;270698;0;5;9;34;83;42;10;3;0;0;3;
250750705000678;1;0;79945;79945;0;6;27;32;32;9;1;0;0;0;54;
250750705000679;1;1;266064;264264;1800;5;18;61;84;34;9;4;1;0;6;
250750705000680;1;0;242280;242280;0;3;23;37;78;34;3;3;0;1;1;
250750705000681;1;0;74569;74569;0;22;22;50;18;4;0;0;0;0;30;
250750705000682;1;2;229207;227697;1510;3;20;49;77;39;2;2;0;0;2;
250750705000683;1;0;122720;122720;0;12;35;64;38;13;0;0;0;0;27;
250750705000684;1;0;243846;243846;0;8;35;106;101;20;1;0;0;0;4;
250750705000685;1;0;277910;277910;0;7;39;127;112;38;2;0;0;0;16;
250750705000686;1;0;389215;389215;0;4;28;129;124;53;5;3;1;0;0;
250750705000687;1;1;340576;340066;510;5;36;124;137;29;0;3;1;0;5;
250750705000688;1;0;280925;280925;0;11;44;144;106;18;2;0;0;0;5;
250750705000689;1;0;386940;386940;0;6;44;84;115;54;4;1;4;1;7;
250750705000690;4;0;119894;119894;0;7;21;48;48;17;0;0;0;0;1;
250750705000691;1;0;41885;41885;0;0;11;9;12;4;1;1;0;0;0;
250750705000692;1;0;301104;301104;0;4;23;89;90;47;11;2;0;0;8;
250750705000693;1;1;265915;265315;600;1;19;77;90;40;10;1;0;0;1;
250750705000694;1;0;331965;331965;0;8;29;95;113;53;6;1;2;0;8;
250750705000695;1;2;434385;433875;510;7;33;79;126;70;18;6;2;0;14;
250750705000696;1;0;336884;336884;0;7;29;83;111;44;17;7;0;0;15;
250750705000697;1;0;289532;289532;0;7;27;85;97;51;8;3;0;0;5;
250750705000698;1;0;204504;204504;0;2;14;44;52;36;4;3;0;0;3;
250750705000699;1;0;219837;219837;0;3;23;48;52;39;6;4;1;0;6;
250750705000700;1;0;192009;192009;0;24;31;77;57;27;4;2;1;0;4;
250750705000701;1;0;109871;109871;0;26;44;69;27;3;1;0;0;0;68;
250750705000702;1;1;115865;115731;134;20;18;60;46;9;1;0;0;0;2;
250750705000703;1;0;244611;244611;0;2;18;58;79;40;5;0;0;1;1;
250750705000704;1;0;256299;256299;0;4;20;45;76;33;5;4;0;0;15;
250750705000705;1;0;340394;340394;0;2;8;51;86;39;17;5;0;0;1;
250750705000706;1;0;2224481;2224481;0;4;4;10;13;15;16;35;80;26;25;
250750705000707;1;1;1370247;1369227;1020;0;1;1;5;14;13;19;30;29;1;
250750705000708;1;0;2272596;2272596;0;0;4;6;13;24;26;65;84;26;4;
250750705000709;1;0;1466450;1466450;0;0;0;4;12;16;32;38;46;21;5;
250750705000710;1;1;1440031;1439771;260;0;0;3;19;41;37;46;46;18;1;
250750705000711;1;0;1580790;1580790;0;0;1;7;14;25;36;56;62;30;11;
250750705000712;1;0;2487478;2487478;0;0;1;2;8;25;12;38;66;64;14;
250750705000713;1;0;2007712;2007712;0;0;0;4;3;19;17;48;55;36;0;
250750705000714;1;0;2005195;2005195;0;0;1;4;9;33;40;76;68;35;14;
250750705000715;1;0;1047741;1047741;0;1;1;6;35;72;49;39;42;9;4;
250750705000716;1;0;1726429;1726429;0;3;20;59;81;73;42;65;46;9;2;
250750705000717;1;1;745560;744660;900;1;1;2;19;42;26;34;19;10;4;
250750705000718;1;0;1094162;1094162;0;1;4;6;19;37;42;48;34;15;16;
250750705000719;1;0;634418;634418;0;1;7;18;44;41;23;32;11;2;4;
250750705000720;1;0;690322;690322;0;0;1;8;43;66;36;25;18;3;2;
250750705000721;1;1;618479;616879;1600;1;1;6;44;52;42;38;13;2;1;
250750705000722;1;0;920056;920056;0;0;1;3;20;46;56;44;22;6;5;
250750705000723;1;0;635911;635911;0;0;2;8;31;62;44;24;16;3;1;
250750705000724;1;0;5410;5410;0;0;2;2;2;0;0;0;0;0;2;
250750705000725;1;0;482690;482690;0;1;4;9;43;44;27;21;11;3;0;
250750705000726;1;0;252288;252288;0;0;1;12;36;44;22;8;8;0;29;
250750705000727;1;0;618566;618566;0;1;5;26;58;61;25;27;12;3;4;
250750705000728;1;0;1055683;1055683;0;0;1;7;24;88;46;48;21;10;2;
250750705000729;1;0;1529672;1529672;0;0;0;5;12;17;28;55;59;17;6;
250750705000730;1;0;1207207;1207207;0;0;6;21;53;63;56;51;29;6;10;
250750705000731;1;0;1038491;1038491;0;0;7;42;60;79;35;39;30;5;4;
250750705000732;1;0;2330448;2330448;0;0;0;1;7;28;32;56;83;38;5;
250750705000733;1;0;1619055;1619055;0;1;0;2;7;25;23;49;46;28;3;
250750705000734;1;1;1116506;1116506;0;0;1;4;12;31;37;37;39;9;9;
250750705000735;1;0;519076;519076;0;2;8;20;85;84;19;9;5;0;7;
250750705000736;1;0;653606;653606;0;0;2;17;38;48;22;19;12;3;1;
250750705000737;1;0;276457;276457;0;7;26;78;77;34;4;2;0;0;6;
250750705000738;1;0;384647;384647;0;0;3;30;69;51;10;7;3;1;6;
250750705000739;1;0;448063;448063;0;1;12;35;85;64;18;15;5;0;3;
250750705000740;1;0;172379;172379;0;2;16;31;49;19;1;2;0;1;6;
250750705000741;1;0;458413;458413;0;7;41;97;94;60;11;9;4;2;15;
250750705000742;1;0;1473562;1473562;0;0;0;2;22;43;49;55;39;16;2;
250750705000743;1;0;125331;125331;0;10;22;56;36;12;3;1;0;0;1;
250750705000744;1;1;690765;690255;510;0;2;17;48;39;18;14;20;6;2;
250750705000745;1;0;228131;228131;0;7;36;83;90;18;3;0;0;1;5;
250750705000746;1;0;1939179;1939179;0;0;0;1;6;39;27;66;74;29;4;
250750705000747;1;0;1308798;1308798;0;0;0;4;13;43;27;48;40;17;3;
250750705000748;1;0;1863866;1863866;0;0;1;2;6;24;26;30;84;32;5;
250750705000749;1;0;397580;397580;0;2;12;45;98;63;13;3;1;0;6;
250750705000750;1;0;375867;375867;0;4;37;122;140;46;3;1;1;0;5;
250750705000751;1;0;223686;223686;0;34;49;102;73;18;5;1;0;0;27;
250750705000752;1;0;247444;247444;0;50;64;97;75;22;3;2;1;0;6;
250750705000753;1;0;241805;241805;0;47;58;109;72;17;2;0;0;1;10;
250750705000754;1;0;198873;198873;0;73;67;99;58;17;3;0;0;0;10;
250750705000755;1;0;120444;120444;0;6;38;74;30;4;0;2;0;0;62;
250750705000756;1;0;191063;191063;0;19;35;70;62;23;1;0;1;0;18;
250750705000757;1;1;410916;409622;1294;0;15;52;113;69;15;7;1;0;1;
250750705000758;1;0;482154;482154;0;5;13;47;125;87;17;12;3;1;18;
250750705000759;1;0;435959;435959;0;5;30;99;130;43;10;5;1;1;13;
250750705000760;1;0;284346;284346;0;12;25;80;101;35;3;0;1;0;7;
250750705000761;1;2;257588;256378;1210;4;23;85;79;28;3;3;4;0;52;
250750705000762;1;0;341810;341810;0;7;14;51;76;41;15;2;3;1;4;
250750705000763;1;0;247621;247621;0;11;33;100;84;32;2;0;1;0;7;
250750705000764;1;0;306853;306853;0;20;62;110;87;30;3;3;2;1;8;
250750705000765;1;0;2709064;2709064;0;0;0;0;3;15;29;57;86;64;5;
250750705000766;1;0;1193837;1193837;0;0;1;7;14;22;26;29;47;29;4;
250750705000767;1;0;1937330;1937330;0;0;0;4;12;30;36;48;75;43;0;
250750705000768;1;0;1849885;1849885;0;0;1;0;7;20;13;36;48;45;1;
250750705000769;1;0;1266390;1266390;0;0;0;1;2;6;14;28;50;27;1;
250750705000770;1;0;1629760;1629760;0;0;0;2;10;24;14;42;52;37;26;
250750705000771;1;0;778593;778593;0;0;0;1;6;16;12;22;36;24;6;
250750705000772;1;0;1105307;1105307;0;1;0;2;8;4;14;32;62;23;6;
250750705000773;1;0;1132199;1132199;0;0;0;9;12;45;30;42;41;24;5;
250750705000774;1;0;703263;703263;0;0;2;14;42;87;34;41;16;2;0;
250750705000775;1;0;396902;396902;0;2;2;25;75;65;17;7;2;0;1;
250750705000776;1;0;309651;309651;0;0;5;38;58;54;12;6;4;0;2;
250750705000777;1;0;287856;287856;0;7;30;55;51;35;10;5;1;1;11;
250750705000778;1;0;376604;376604;0;13;51;128;114;43;8;1;1;1;9;
250750705000779;1;0;277486;277486;0;20;50;105;98;23;4;0;0;0;22;
250750705000780;1;0;330715;330715;0;14;33;131;97;41;4;3;0;0;4;
250750705000781;1;0;280959;280959;0;7;38;89;90;36;3;2;0;0;10;
250750705000782;1;0;7610;7610;0;0;2;1;4;0;0;0;0;0;0;
250750705000783;1;0;598586;598586;0;0;0;3;30;31;23;22;19;8;2;
250750705000784;1;0;1295898;1295898;0;0;1;4;16;41;28;48;47;18;1;
250750705000785;1;0;958583;958583;0;0;1;4;22;58;33;40;37;15;2;
250750705000786;1;0;850669;850669;0;0;0;1;10;23;17;29;39;13;4;
250750705000787;1;1;820867;818357;2510;0;0;1;5;22;16;24;40;10;2;
250750705000788;1;0;159438;159438;0;6;25;62;50;15;3;0;0;0;2;
250750705000789;1;0;849839;849839;0;0;2;3;11;30;32;44;33;12;17;
250750705000790;1;0;891067;891067;0;0;0;2;11;21;24;18;25;15;4;
250750705000791;1;1;841194;840703;491;1;2;11;34;58;38;34;25;3;0;
250750705000792;1;0;614603;614603;0;0;0;11;55;90;46;29;19;3;0;
250750705000793;1;0;675530;675530;0;1;2;26;67;65;19;20;11;3;3;
250750705000794;1;0;414856;414856;0;6;31;49;85;47;21;13;6;0;11;
250750705000795;1;0;596957;596957;0;0;4;17;45;66;31;15;7;2;4;
250750705000796;1;0;559443;559443;0;0;1;16;47;74;33;14;10;1;7;
250750705000797;1;0;147303;147303;0;2;20;39;42;14;0;0;2;1;6;
250750705000798;1;0;367087;367087;0;1;3;21;45;69;19;11;2;0;6;
250750705000799;1;0;325847;325847;0;0;0;22;52;70;19;4;1;0;6;
250750705000800;1;0;429479;429479;0;1;4;24;77;72;18;8;4;1;1;
250750705000801;1;0;479715;479715;0;1;2;15;27;51;21;16;10;0;1;
250750705000802;1;0;437047;437047;0;3;18;55;61;70;20;10;6;0;1;
250750705000803;1;0;304676;304676;0;2;8;57;71;60;9;1;2;0;0;
250750705000804;1;0;588232;588232;0;9;18;39;88;101;36;14;7;1;20;
250750705000805;1;0;233094;233094;0;0;31;64;70;26;2;4;0;0;19;
250750705000806;1;0;289804;289804;0;4;15;56;92;43;6;2;1;1;5;
250750705000807;1;0;513394;513394;0;0;16;57;125;86;18;10;3;0;9;
250750705000808;1;0;236714;236714;0;4;21;44;58;37;3;4;2;0;22;
250750705000809;1;0;259778;259778;0;3;16;58;81;34;8;2;1;0;3;
250750705000810;1;1;412060;412060;0;0;2;19;81;91;31;17;3;0;5;
250750705000811;1;0;273500;273500;0;3;18;53;64;44;6;2;1;1;3;
250750705000812;1;0;288905;288905;0;7;32;73;93;40;3;1;2;0;10;
250750705000813;1;0;961320;961320;0;0;0;1;5;17;6;19;33;17;2;
250750705000814;1;0;1736231;1736231;0;0;0;1;11;26;45;65;59;21;2;
250750705000815;1;0;913413;913413;0;0;1;4;6;23;16;34;46;11;1;
250750705000816;1;0;1495151;1495151;0;1;1;4;25;47;37;58;56;12;0;
250750705000817;1;0;712271;712271;0;0;2;11;26;51;42;40;20;3;2;
250750705000818;1;0;231211;231211;0;0;3;15;39;58;18;5;2;0;5;
250750705000819;1;0;655472;655472;0;0;1;6;12;20;18;27;34;10;1;
250750705000820;1;0;920162;920162;0;1;1;11;29;48;35;40;34;6;5;
250750705000821;1;1;1820198;1819688;510;0;0;1;17;21;26;54;92;41;11;
250750705000822;1;1;1552799;1552289;510;0;0;1;6;17;12;46;42;37;3;
250750705000823;1;0;1664449;1664449;0;0;1;3;15;31;23;54;77;40;12;
250750705000824;1;1;124984;124474;510;6;18;36;33;15;4;1;0;0;1;
250750705000825;1;0;234678;234678;0;1;3;23;46;33;11;4;1;0;0;
250750705000826;1;0;233617;233617;0;1;13;50;75;25;6;1;1;0;0;
250750705000827;1;1;346784;341484;5300;2;4;29;60;55;13;7;4;0;3;
250750705000828;1;1;387278;386478;800;0;14;61;92;71;11;3;0;0;4;
250750705000829;1;0;386937;386937;0;3;4;26;72;69;15;9;2;1;5;
250750705000830;1;0;337601;337601;0;2;23;60;98;52;12;4;1;0;1;
250750705000831;1;0;1125142;1125142;0;1;3;10;38;75;36;47;27;7;1;
250750705000832;1;1;150070;150070;0;6;24;45;53;21;5;1;0;0;7;
250750705000833;1;0;245901;245901;0;0;10;48;45;28;7;3;4;0;6;
250750705000834;1;1;249576;249076;500;4;18;54;76;26;3;4;1;0;3;
250750705000835;1;0;1168062;1168062;0;0;0;3;9;24;14;30;44;22;1;
250750705000836;1;0;1609273;1609273;0;0;0;2;4;17;23;35;66;35;0;
250750705000837;1;1;2056849;2052849;4000;0;1;5;13;21;20;35;74;50;1;
250750705000838;1;0;2406763;2406763;0;0;2;2;11;21;10;29;61;46;3;
250750705000839;1;0;2806212;2806212;0;0;1;1;6;24;36;75;93;37;1;
250750705000840;1;0;1327498;1327498;0;0;0;17;52;70;40;32;25;9;3;
250750705000841;1;0;128024;128024;0;0;0;0;0;0;0;4;2;3;0;
250750705000842;1;4;1139208;1134548;4660;2;13;29;52;37;15;20;25;10;3;
250750705000843;1;0;382307;382307;0;0;22;63;70;26;5;14;6;1;14;
250750705000844;1;0;195921;195921;0;10;21;60;75;28;2;1;0;0;1;
250750705000845;1;0;178119;178119;0;8;31;61;62;19;1;0;0;0;1;
250750705000846;1;0;138839;138839;0;4;32;58;44;10;2;0;0;0;15;
250750705000847;1;0;305225;305225;0;8;46;96;115;31;2;2;0;0;22;
250750705000848;1;0;255275;255275;0;20;35;102;69;29;3;1;1;0;10;
250750705000849;1;0;156538;156538;0;6;22;73;74;13;0;0;0;0;5;
250750705000850;1;0;109712;109712;0;9;24;47;28;13;0;0;0;0;27;
250750705000851;1;0;178956;178956;0;7;15;49;70;13;2;1;1;0;4;
250750705000852;1;0;159457;159457;0;12;45;59;41;23;4;0;0;0;15;
250750705000853;1;1;529610;528080;1530;0;7;19;62;62;24;17;7;0;0;
250750705000854;1;0;220780;220780;0;3;4;35;56;35;9;1;0;1;3;
250750705000855;1;0;356426;356426;0;5;7;39;77;66;13;4;0;0;3;
250750705000856;1;0;340813;340813;0;2;10;41;83;54;11;7;3;0;6;
250750705000857;1;0;155792;155792;0;17;29;72;53;16;2;0;0;0;18;
250750705000858;1;0;274189;274189;0;5;10;31;73;50;5;4;0;0;4;
250750705000859;1;0;446795;446795;0;2;18;65;128;79;14;4;3;0;3;
250750705000860;1;0;758040;758040;0;1;5;9;46;98;46;32;13;3;20;
250750705000861;1;0;1168884;1168884;0;0;4;12;63;92;57;50;26;6;7;
250750705000862;1;0;883181;883181;0;1;4;12;30;50;43;43;15;4;8;
250750705000863;1;0;1166503;1166503;0;0;0;6;17;82;49;61;29;7;0;
250750705000864;1;0;816059;816059;0;0;0;9;34;70;48;42;17;5;4;
250750705000865;1;0;910617;910617;0;0;3;10;53;115;60;37;9;2;3;
250750705000866;1;0;330933;330933;0;13;42;71;74;43;14;2;3;0;26;
250750705000867;1;0;423474;423474;0;2;1;3;17;54;22;20;9;1;2;
250750705000868;1;2;676496;675181;1315;0;8;26;60;99;32;20;17;1;6;
250750705000869;1;0;271714;271714;0;11;21;59;92;41;11;2;0;0;2;
250750705000870;1;0;776477;776477;0;0;0;3;31;85;48;32;17;3;11;
250750705000871;1;0;893980;893980;0;0;2;12;33;95;56;49;15;5;6;
250750705000872;1;0;1014966;1014966;0;1;5;17;40;92;66;34;23;4;10;
250750705000873;1;0;866863;866863;0;0;9;28;67;81;43;39;27;5;15;
250750705000874;1;0;819085;819085;0;0;1;12;28;74;72;40;20;5;8;
250750705000875;1;0;713178;713178;0;0;1;1;28;66;51;34;20;3;4;
250750705000876;1;0;567335;567335;0;0;3;13;12;50;29;32;15;3;33;
250750705000877;1;0;304733;304733;0;1;1;12;68;61;18;11;4;0;4;
250750705000878;1;1;660588;660490;98;1;1;10;59;114;47;23;10;0;2;
250750705000879;1;0;616726;616726;0;0;6;10;32;66;32;18;14;0;1;
250750705000880;1;0;1220239;1220239;0;0;3;10;34;116;69;75;24;2;5;
250750705000881;1;0;1071189;1071189;0;0;0;5;37;82;61;48;27;1;1;
250750705000882;1;0;548668;548668;0;0;0;5;22;50;42;24;14;0;2;
250750705000883;1;0;1241602;1241602;0;0;1;7;41;84;66;52;24;6;5;
250750705000884;1;0;793709;793709;0;1;4;14;36;49;38;37;15;8;3;
250750705000885;1;0;234973;234973;0;2;34;77;87;8;5;2;0;0;30;
250750705000886;1;0;367109;367109;0;0;8;26;61;56;13;9;1;0;2;
250750705000887;1;0;216115;216115;0;2;13;51;66;30;7;0;0;1;7;
250750705000888;1;0;215387;215387;0;4;12;35;66;27;11;3;0;0;4;
250750705000889;1;1;306034;305434;600;2;21;64;90;40;5;5;2;0;4;
250750705000890;1;0;362662;362662;0;0;3;22;59;55;13;8;4;0;3;
250750705000891;1;0;143222;143222;0;3;10;33;39;13;3;0;2;1;5;
250750705000892;1;0;589878;589878;0;0;4;22;52;60;28;13;8;3;1;
250750705000893;1;0;188311;188311;0;12;16;66;85;16;0;1;0;0;25;
250750705000894;1;0;291017;291017;0;4;20;67;87;35;5;3;1;1;2;
250750705000895;1;0;255101;255101;0;11;30;89;81;22;7;0;1;0;5;
250750705000896;1;0;638906;638906;0;2;3;20;67;71;33;21;7;0;1;
250750705000897;1;2;648663;648053;610;2;7;27;66;81;36;20;6;1;11;
250750705000898;1;0;530985;530985;0;7;24;80;104;80;28;12;0;0;0;
250750705000899;1;0;1280219;1280219;0;0;0;2;9;25;31;43;43;25;9;
250750705000900;1;0;2550209;2550209;0;0;0;1;6;20;29;35;77;62;0;
250750705000901;1;0;2293558;2293558;0;0;2;2;6;17;26;37;56;52;2;
250750705000902;1;0;267884;267884;0;4;14;51;75;35;5;2;3;0;1;
250750705000903;1;0;425594;425594;0;3;13;42;97;61;15;10;5;0;15;
250750705000904;1;0;19602;19602;0;0;1;4;5;1;1;1;0;0;5;
250750705000905;1;0;676141;676141;0;0;3;11;34;59;36;34;19;4;29;
250750705000906;1;1;980051;978776;1275;1;8;24;55;107;64;53;19;0;3;
250750705000907;1;0;182046;182046;0;1;15;58;67;28;3;0;0;0;1;
250750705000908;1;0;361600;361600;0;0;17;54;77;43;12;12;5;0;7;
250750705000909;1;0;93901;93901;0;9;25;45;38;5;0;0;0;0;24;
250750705000910;4;0;11810;11810;0;1;9;4;4;1;0;0;0;0;2;
250750705000911;1;0;652062;652062;0;2;40;178;233;81;10;4;0;0;12;
250750705000912;1;0;129372;129372;0;1;8;47;48;15;1;0;0;0;7;
250750705000913;1;0;150101;150101;0;2;25;48;46;17;4;1;0;0;2;
250750705000914;1;0;156604;156604;0;5;15;46;61;24;2;0;0;0;0;
250750705000915;1;0;177814;177814;0;19;25;74;67;19;0;2;0;0;17;
250750705000916;1;0;293034;293034;0;6;22;80;85;43;1;2;1;0;2;
250750705000917;1;0;549660;549660;0;0;0;0;5;20;12;16;16;10;1;
250750705000918;1;0;216234;216234;0;4;14;41;68;40;5;3;1;1;4;
250750705000919;1;0;246454;246454;0;15;31;62;81;35;4;2;0;0;2;
250750705000920;1;0;292671;292671;0;5;32;86;72;31;2;2;2;1;13;
250750705000921;1;0;338914;338914;0;12;49;154;130;28;7;1;0;0;5;
250750705000922;1;0;198553;198553;0;13;29;44;62;29;6;2;1;0;3;
250750705000923;1;0;549738;549738;0;3;19;68;101;93;24;11;7;0;12;
250750705000924;1;0;365351;365351;0;11;25;122;134;44;7;2;0;0;5;
250750705000925;1;0;94441;94441;0;5;16;43;37;6;0;0;0;0;14;
250750705000927;1;0;334236;334236;0;2;5;44;78;56;10;2;2;0;1;
250750705000928;1;0;306428;306428;0;14;55;123;113;23;0;1;0;1;9;
250750705000929;1;0;732763;732763;0;2;8;34;74;78;39;28;5;4;7;
250750705000930;1;0;564660;564660;0;1;6;23;59;82;33;17;3;0;3;
250750705000931;1;0;606671;606671;0;1;3;29;73;73;25;19;7;1;23;
250750705000932;1;0;661965;661965;0;2;8;27;71;79;37;26;7;1;5;
250750705000933;1;0;308890;308890;0;4;15;66;80;41;8;6;0;0;3;
250750705000934;1;0;283393;283393;0;16;33;96;88;22;6;3;2;0;9;
250750705000935;1;1;1925150;1924500;650;0;0;9;23;50;45;60;61;27;4;
250750705000936;1;1;1719855;1719345;510;0;1;5;7;31;25;38;53;28;3;
250750705000937;1;0;530756;530756;0;0;1;2;16;37;30;19;14;4;2;
250750705000938;1;0;714510;714510;0;1;0;3;16;54;35;45;23;3;2;
250750705000939;1;0;982209;982209;0;1;2;17;37;66;25;32;44;7;1;
250750705000940;1;0;1089151;1089151;0;1;4;10;27;69;61;43;37;4;26;
250750705000941;1;1;451874;450274;1600;21;29;66;87;65;12;11;0;0;14;
250750705000942;1;0;1114597;1114597;0;1;4;5;43;47;33;39;40;9;10;
250750705000943;1;0;170693;170693;0;6;39;86;42;15;0;0;3;0;5;
250750705000944;1;0;193922;193922;0;43;49;98;72;9;0;0;0;0;38;
250750705000945;1;0;632907;632907;0;1;14;40;97;108;34;8;4;1;1;
250750705000946;1;0;390930;390930;0;0;5;22;80;59;10;6;1;1;2;
250750705000947;1;0;441558;441558;0;0;6;18;63;63;30;15;3;0;2;
250750705000948;1;2;425913;423873;2040;18;59;164;138;35;8;1;0;2;6;
250750705000949;1;0;178385;178385;0;4;60;93;47;15;2;0;0;0;57;
250750705000951;8;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
250750705000952;1;0;35091;35091;0;1;5;14;10;3;1;0;0;0;0;
250750705000953;1;0;268395;268395;0;22;37;114;104;21;2;0;0;0;3;
250750705000954;1;0;67555;67555;0;3;9;35;20;5;1;0;0;0;0;
250750705000955;1;0;230923;230923;0;0;7;17;28;21;12;6;4;1;1;
250750705000956;1;0;60185;60185;0;0;0;1;2;2;4;2;2;0;0;
250750705000957;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
250750705000958;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
250750705000959;1;0;226830;226830;0;0;1;4;12;21;7;6;4;2;7;
250750705000960;1;0;246790;246790;0;0;4;9;13;16;10;6;7;2;5;
250750705000961;1;0;139528;139528;0;30;36;59;44;22;1;0;0;0;3;
250750705000962;1;0;208605;208605;0;7;27;51;59;40;5;1;1;0;0;
250750705000963;1;0;121293;121293;0;29;28;49;36;13;3;0;1;0;5;
250760605000001;1;0;196189;196189;0;31;65;87;82;11;0;1;0;0;13;
250760605000002;1;0;316061;316061;0;11;17;45;85;68;7;5;0;0;2;
